provincia,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,num_hosp,num_uci,num_def,tmed,prec,tmin,tmax,wd,ws,ws_max,sol,mob_grocery_pharmacy,mob_parks,mob_residential,mob_retail_recreation,mob_transit_stations,mob_workplaces,mob_flujo
Madrid,2020-02-02,6,6,0,0,0,0,6,0,0,11.2,0,9.4,13,99,1.1,3.6,0,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-02,0,0,0,0,0,0,1,0,0,15.6,0,10,21.1,30,2.2,7.8,9.1,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-02,0,0,0,0,0,0,0,0,0,18.4,0,14.4,22.5,99,2.2,10.8,3.5,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-02,1,1,0,0,0,0,0,0,0,16.6,0,10.8,22.5,6,2.8,10.3,10.1,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-03,1,1,0,0,0,0,7,0,0,16.6,0,11.7,21.5,99,3.9,9.2,6.8,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-03,7,7,0,0,0,0,4,0,0,12.8,0,7.2,18.4,18,1.7,5.8,6.2,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-03,1,1,0,0,0,0,0,0,0,16.2,0,8.3,24,29,2.8,7.2,9.1,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-03,0,0,0,0,0,0,0,0,0,17.8,0,13.4,22.2,99,2.2,10.3,9,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-03,0,0,0,0,0,0,2,0,0,17.8,0,11.1,24.5,5,2.5,8.3,10.1,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-04,4,4,0,0,0,0,3,0,0,15.8,0,10.3,21.3,35,3.9,10.3,5.9,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-04,2,2,0,0,0,0,4,0,0,11.4,0,3.2,19.7,1,2.2,6.7,9.1,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-04,0,0,0,0,0,0,1,0,0,12.6,0,8.7,16.4,11,2.5,6.1,5.4,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-04,0,0,0,0,0,0,0,0,0,11.7,0.7,9.3,14.1,8,2.5,10.3,0,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-04,0,0,0,0,0,0,0,0,0,18.2,0,10.8,25.5,99,2.2,7.2,10.1,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-05,1,1,0,0,0,0,0,0,0,10.9,0,7,14.8,1,4.2,8.3,7.7,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-05,4,4,0,0,0,0,4,1,0,8.2,0,0.7,15.7,99,0.8,6.1,9.5,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-05,0,0,0,0,0,0,0,0,0,14.1,0,9.9,18.3,12,3.3,9.2,2.8,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-05,0,0,0,0,0,0,0,0,0,8.4,0,4.6,12.2,99,5.6,12.8,9.3,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-05,0,0,0,0,0,0,0,0,0,16.2,0,9.6,22.9,99,2.8,7.8,10.1,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-06,0,0,0,0,0,0,7,0,0,9.8,0,4.8,14.8,24,5,9.2,7.6,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-06,5,5,0,0,0,0,5,0,0,5.8,0,0.1,11.4,99,1.4,4.2,2.7,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-06,1,1,0,0,0,0,0,0,0,15.6,0,13.8,17.4,10,5.6,10.3,4.9,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-06,0,0,0,0,0,0,0,0,0,10.5,0,4,17,23,2.5,8.9,7.4,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-06,1,0,1,0,0,0,0,0,0,15.2,0,8.6,21.7,10,2.5,6.7,9.5,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-07,2,2,0,0,0,0,3,0,0,10.6,0,6.5,14.7,2,3.3,6.7,1,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-07,9,9,0,0,0,0,5,1,0,7.4,0,1.8,13.1,19,1.7,9.7,8.9,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-07,1,1,0,0,0,0,1,0,0,14.8,0,11.9,17.7,19,2.2,8.3,4.8,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-07,0,0,0,0,0,0,0,0,0,12.2,2.5,7.1,17.3,20,3.3,9.7,8.4,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-07,0,0,0,0,0,0,0,0,0,14,0,9.1,19,99,1.4,5,4.8,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-08,0,0,0,0,0,0,2,0,0,10.4,0,6.7,14.1,1,3.3,6.1,1.6,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-08,8,8,0,0,0,0,3,0,0,7.4,0,2.9,11.8,26,1.4,6.1,0.1,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-08,0,0,0,0,0,0,0,0,0,14.9,0,9.7,20.1,35,2.2,7.2,4.4,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-08,0,0,0,0,0,0,0,0,0,10,2,7.1,13,29,1.7,10.8,5.5,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-08,0,0,0,0,0,0,0,0,0,15.5,0,12.8,18.2,36,1.1,6.1,1.5,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-09,1,1,0,0,0,0,2,0,0,11.2,0,7.2,15.1,99,5.8,11.7,7,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-09,2,2,0,0,0,0,3,0,0,8.7,0,5.5,11.9,99,1.9,4.7,0,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-09,0,0,0,0,0,0,1,0,0,15.6,0,10.8,20.3,28,3.3,9.7,9.4,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-09,0,0,0,0,0,0,0,0,0,13.6,0,6.2,21,23,7.2,18.9,2.1,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-09,0,0,0,0,0,0,0,0,0,16,0,12.3,19.8,36,2.2,6.1,7,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-10,3,3,0,0,0,0,2,0,0,16.4,0,11.2,21.6,26,5.8,11.4,7.7,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-10,11,11,0,0,0,0,6,1,0,10.3,0,4.8,15.8,35,2.5,6.7,4.1,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-10,1,1,0,0,0,0,1,0,0,14.3,0,7.8,20.8,29,2.5,7.2,9.4,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-10,0,0,0,0,0,0,1,0,0,14.8,0,10.1,19.4,27,3.3,16.1,9.7,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-10,0,0,0,0,0,0,0,0,0,16,0,10.3,21.7,99,2.5,6.7,10.3,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-11,3,2,0,0,1,0,6,0,0,14,0,10.7,17.3,10,4.2,7.8,3.3,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-11,7,7,0,0,0,0,6,2,0,8.2,0.1,4.6,11.8,99,0.6,3.6,0.2,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-11,0,0,0,0,0,0,0,0,0,16.7,0,7.9,25.5,32,3.6,9.2,9.4,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-11,0,0,0,0,0,0,0,0,0,11.2,1.8,9.1,13.2,99,3.9,11.7,0.3,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-11,0,0,0,0,0,0,1,0,0,16,0,10.1,22,99,2.2,6.1,10.2,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-12,6,5,0,0,0,1,4,0,0,12.4,0,11.4,13.5,10,3.6,10.3,0,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-12,10,10,0,0,0,0,9,0,0,9.8,0,8.7,11,99,1.9,4.2,0,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-12,0,0,0,0,0,0,0,0,0,18,0,13,23.1,99,4.4,11.7,8,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-12,0,0,0,0,0,0,0,0,0,11,1.4,7.1,15,19,1.7,6.1,4.1,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-12,0,0,0,0,0,0,0,0,0,15.2,0,12.9,17.5,99,2.2,5.8,0.8,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-13,5,5,0,0,0,0,5,0,0,12.9,0,9.5,16.3,99,6.1,13.3,6.5,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-13,15,15,0,0,0,0,8,0,0,10.6,0,6.2,15,99,2.2,9.2,2.3,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-13,0,0,0,0,0,0,0,0,0,16.4,0,11,21.8,30,4.2,10.3,6.2,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-13,0,0,0,0,0,0,0,0,0,12.7,0,8.3,17.1,29,5.6,14.4,2.1,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-13,1,1,0,0,0,0,0,0,0,15.8,0.1,11,20.5,7,0.8,6.1,5.7,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-14,1,1,0,0,0,0,1,0,0,12.7,0,9.2,16.2,99,3.1,6.7,2.1,NA,NA,NA,NA,NA,NA,NA
Madrid,2020-02-14,10,10,0,0,0,0,5,0,0,9.9,0,4.3,15.5,99,1.4,3.6,4.7,NA,NA,NA,NA,NA,NA,NA
Málaga,2020-02-14,1,1,0,0,0,0,2,0,0,14.2,0,9.7,18.8,24,3.1,7.2,9.4,NA,NA,NA,NA,NA,NA,NA
Asturias,2020-02-14,0,0,0,0,0,0,0,0,0,12.2,0,7.2,17.2,22,2.8,8.3,7.9,NA,NA,NA,NA,NA,NA,NA
Sevilla,2020-02-14,0,0,0,0,0,0,0,0,0,15.6,0,9.2,22.1,12,2.5,8.9,8,NA,NA,NA,NA,NA,NA,NA
Barcelona,2020-02-15,12,12,0,0,0,0,4,0,0,12.8,0,9.9,15.6,99,5.6,9.7,7.4,-3,14,-1,1,7,-1,NA
Madrid,2020-02-15,13,13,0,0,0,0,4,2,0,8.6,0,0.7,16.6,99,1.7,6.7,8.4,-2,31,-2,-1,7,-1,NA
Málaga,2020-02-15,1,1,0,0,0,0,0,0,0,13.5,0,7.9,19.1,14,3.9,7.2,9.7,0,29,-2,5,15,0,NA
Asturias,2020-02-15,0,0,0,0,0,0,0,0,0,12.2,0,7.9,16.6,99,3.3,8.3,4.9,-1,20,-1,0,8,0,NA
Sevilla,2020-02-15,0,0,0,0,0,0,1,0,0,15.9,0,9,22.8,32,1.7,5.8,10.2,-5,34,-3,1,10,-2,NA
Barcelona,2020-02-16,2,1,0,0,0,1,4,0,0,14.5,0,13.2,15.8,99,6.4,10.8,0,-8,2,-1,-7,4,-3,NA
Madrid,2020-02-16,13,13,0,0,0,0,2,0,0,9.6,0,1.6,17.7,21,3.1,10.8,9.5,4,34,-2,3,4,0,NA
Málaga,2020-02-16,0,0,0,0,0,0,0,0,0,14,0,10.1,17.8,13,3.6,7.8,7.1,4,16,-2,2,8,-1,NA
Asturias,2020-02-16,0,0,0,0,0,0,0,0,0,16.2,15.8,10.5,22,24,5.3,17.5,0.7,1,11,-2,2,6,0,NA
Sevilla,2020-02-16,0,0,0,0,0,0,0,0,0,15.3,0,8.4,22.2,22,1.4,5.8,10,1,15,-4,5,8,0,NA
Barcelona,2020-02-17,1,1,0,0,0,0,5,0,0,14.6,1.1,13.3,15.9,24,4.4,11.4,5.6,1,11,0,0,4,2,NA
Madrid,2020-02-17,19,19,0,0,0,0,9,3,0,9.1,0,3.6,14.6,22,1.9,6.7,0.2,3,10,-1,1,4,4,NA
Málaga,2020-02-17,0,0,0,0,0,0,0,0,0,17.1,0,9.1,25.1,27,5.3,12.8,9.8,1,14,-1,2,9,2,NA
Asturias,2020-02-17,0,0,0,0,0,0,2,0,0,9.8,1.3,6.3,13.3,30,6.9,15.3,3.1,0,-13,-1,-2,3,4,NA
Sevilla,2020-02-17,0,0,0,0,0,0,0,0,0,16.1,0,8.8,23.4,3,1.4,7.8,8.7,0,14,-1,0,8,3,NA
Barcelona,2020-02-18,5,5,0,0,0,0,7,0,0,11.5,0,7.9,15.1,23,2.8,8.9,8.7,1,8,0,-1,3,2,NA
Madrid,2020-02-18,14,14,0,0,0,0,13,1,0,8.5,0,2.3,14.7,35,1.4,6.7,2.4,1,11,-1,-1,4,4,NA
Málaga,2020-02-18,0,0,0,0,0,0,0,0,0,15.4,2.2,12.5,18.3,27,2.8,9.2,0,0,-1,0,-2,8,2,NA
Asturias,2020-02-18,0,0,0,0,0,0,0,0,0,8.8,0,4.8,12.8,22,4.2,8.9,10,1,11,-1,-2,5,4,NA
Sevilla,2020-02-18,1,1,0,0,0,0,1,0,0,17.4,0,12.3,22.5,99,2.8,8.9,9.4,-1,16,-1,0,10,4,NA
Barcelona,2020-02-19,1,1,0,0,0,0,8,1,0,11.8,0,6.8,16.7,36,3.6,9.7,9.4,1,6,0,-1,1,2,NA
Madrid,2020-02-19,12,12,0,0,0,0,14,1,0,8.6,0,0.8,16.5,34,1.7,6.1,10,1,18,-1,-1,2,4,NA
Málaga,2020-02-19,0,0,0,0,0,0,2,0,0,15.9,0,13.7,18.1,11,2.8,8.3,0.9,0,-1,0,0,7,1,NA
Asturias,2020-02-19,0,0,0,0,0,0,0,0,0,8.6,0,3.6,13.5,20,2.5,8.9,10.2,1,29,-2,2,8,5,NA
Sevilla,2020-02-19,0,0,0,0,0,0,1,0,0,15.9,0,10.6,21.2,99,3.1,8.3,9.3,0,14,-1,0,8,3,NA
Barcelona,2020-02-20,11,10,0,0,0,1,10,0,0,10.4,0,5.2,15.6,24,6.9,12.5,9.5,1,9,0,1,5,1,NA
Madrid,2020-02-20,25,25,0,0,0,0,15,0,0,8,0,-1.5,17.6,22,1.4,7.2,10,1,18,-1,-2,3,3,NA
Málaga,2020-02-20,1,0,1,0,0,0,0,0,0,14.9,0,11.6,18.2,99,2.8,7.2,7.2,1,13,-1,2,9,2,NA
Asturias,2020-02-20,0,0,0,0,0,0,0,0,0,9.9,0,3.5,16.3,99,2.8,7.2,8.5,0,32,-3,5,9,4,NA
Sevilla,2020-02-20,1,1,0,0,0,0,1,0,0,16,0,10.3,21.7,99,4.2,9.2,10.6,-1,13,-1,1,7,3,NA
Barcelona,2020-02-21,15,13,0,1,0,1,8,1,0,11.9,0,6.8,17,25,5.3,10.8,9.5,-1,11,-1,-2,3,0,NA
Madrid,2020-02-21,26,26,0,0,0,0,18,0,0,10.4,0,-0.2,20.9,99,1.1,4.7,10.1,1,22,-2,-2,5,4,NA
Málaga,2020-02-21,3,3,0,0,0,0,2,0,0,13.6,0,10,17.3,9,4.2,9.2,1.5,-1,3,0,-1,8,2,NA
Asturias,2020-02-21,0,0,0,0,0,0,0,0,0,11.2,0,7.3,15,99,3.3,7.8,9.1,-1,18,0,2,5,-10,NA
Sevilla,2020-02-21,0,0,0,0,0,0,0,0,0,15.8,0,8.8,22.7,8,4.2,9.7,10.3,-1,18,-2,3,10,3,NA
Barcelona,2020-02-22,8,8,0,0,0,0,10,1,0,12,0,7.5,16.4,99,3.9,8.3,8.9,-1,25,-2,-3,10,1,NA
Madrid,2020-02-22,29,29,0,0,0,0,8,1,0,10.8,0,-0.5,22.2,21,1.4,5,10.1,-1,53,-2,-3,10,1,NA
Málaga,2020-02-22,2,2,0,0,0,0,1,0,0,14.2,0,10.6,17.9,5,3.6,7.2,10.1,-1,25,-1,0,15,2,NA
Asturias,2020-02-22,0,0,0,0,0,0,0,0,0,10.5,0,6.5,14.5,20,2.2,10.8,8.1,1,29,-1,-4,7,0,NA
Sevilla,2020-02-22,0,0,0,0,0,0,0,0,0,16.6,0,9.4,23.7,5,5,9.7,10.7,-2,33,-3,0,9,1,NA
Barcelona,2020-02-23,7,6,0,0,0,1,8,0,0,12.9,0,8.2,17.6,24,5.8,11.4,9.6,0,26,-3,-3,9,0,NA
Madrid,2020-02-23,44,44,0,0,0,0,8,1,0,11.6,0,0.6,22.7,22,1.1,4.2,10.2,6,56,-4,4,6,2,NA
Málaga,2020-02-23,2,2,0,0,0,0,0,0,0,13.2,0,8.4,18.1,11,2.8,8.9,6.1,10,15,-3,6,13,2,NA
Asturias,2020-02-23,1,1,0,0,0,0,0,0,0,9.2,0,6.4,11.9,22,2.2,8.3,3,6,23,-3,5,9,0,NA
Sevilla,2020-02-23,0,0,0,0,0,0,0,0,0,16.2,0,7.9,24.6,5,5.8,11.7,10.8,5,20,-4,2,15,1,NA
Barcelona,2020-02-24,8,8,0,0,0,0,4,0,0,13.6,0,8.8,18.4,99,5.8,10.8,9.8,1,21,2,1,-1,-14,NA
Madrid,2020-02-24,56,56,0,0,0,0,18,4,0,10.8,0,0,21.6,22,1.7,7.8,10.2,6,35,-2,4,6,4,NA
Málaga,2020-02-24,2,2,0,0,0,0,1,0,0,14,0,8.3,19.6,99,3.1,8.3,9.3,0,22,0,5,10,-13,NA
Asturias,2020-02-24,0,0,0,0,0,0,0,0,0,8.6,1.6,5.4,11.7,29,2.8,8.3,1.2,5,48,-1,14,13,-16,NA
Sevilla,2020-02-24,2,2,0,0,0,0,0,0,0,16.3,0,8.1,24.5,99,2.2,6.1,10.8,1,23,-2,2,11,3,NA
Barcelona,2020-02-25,17,14,0,0,1,2,11,1,0,12.2,0,8.2,16.1,6,3.9,10.8,2,5,1,0,-5,1,1,NA
Madrid,2020-02-25,50,50,0,0,0,0,16,1,0,9.8,0,0.4,19.2,99,4.7,14.4,4.4,6,15,-1,-2,4,4,NA
Málaga,2020-02-25,8,8,0,0,0,0,2,0,0,17.9,0,10.1,25.7,29,5.8,13.3,8.5,0,24,0,4,10,-13,NA
Asturias,2020-02-25,1,1,0,0,0,0,1,1,0,10.9,1.2,8.8,13,99,6.9,16.4,0,-22,6,4,-8,-7,-30,NA
Sevilla,2020-02-25,0,0,0,0,0,0,0,0,0,15.8,0,10,21.5,99,3.1,9.2,7.1,5,17,-1,2,13,3,NA
Barcelona,2020-02-26,25,19,0,0,1,5,12,0,0,14.4,0,9.1,19.8,33,5.3,15.3,9.4,3,4,0,-4,-1,1,NA
Madrid,2020-02-26,67,67,0,0,0,0,25,3,0,11.6,0,6.3,16.9,30,4.2,11.4,6.6000000000000005,6,17,-1,2,3,4,NA
Málaga,2020-02-26,3,3,0,0,0,0,1,0,0,19,0,14.2,23.9,30,6.7,15.3,10.2,1,25,0,7,11,-13,NA
Asturias,2020-02-26,0,0,0,0,0,0,0,0,0,10.6,0.4,8.3,12.8,26,6.4,13.9,2.1,7,-2,0,-1,2,3,NA
Sevilla,2020-02-26,2,2,0,0,0,0,0,0,0,14.4,0,7.7,21.2,99,1.7,5.8,10.3,6,20,-2,3,13,3,NA
Barcelona,2020-02-27,13,12,0,0,0,1,8,0,0,14.4,0,9.1,19.7,25,7.2,14.4,7.2,3,1,0,-1,1,1,NA
Madrid,2020-02-27,93,93,0,0,0,0,24,2,0,10.4,0,1.4,19.3,27,4.2,13.9,8.8,6,22,-2,4,6,3,NA
Málaga,2020-02-27,4,3,1,0,0,0,0,0,0,19.4,0,13.5,25.2,27,8.3,14.4,10.3,18,34,-3,15,17,-16,NA
Asturias,2020-02-27,0,0,0,0,0,0,0,0,0,14.3,0,10.7,17.9,27,8.3,18.1,7.2,4,17,-1,0,5,2,NA
Sevilla,2020-02-27,4,4,0,0,0,0,0,0,0,14.8,0,6.6,22.9,3,1.7,7.2,10.7,21,24,-6,21,21,0,NA
Barcelona,2020-02-28,30,25,0,0,3,2,9,1,0,13.4,0,10.5,16.4,6,1.9,10.3,2.8,4,2,0,-2,0,2,NA
Madrid,2020-02-28,157,157,0,0,0,0,28,3,0,10.7,0,1.9,19.5,20,1.7,6.7,8.9,3,29,0,0,1,-12,NA
Málaga,2020-02-28,4,4,0,0,0,0,0,0,0,14.8,0,8.4,21.3,8,3.1,7.2,9.6,-60,82,9,-11,-6,-61,NA
Asturias,2020-02-28,1,1,0,0,0,0,0,0,0,12.8,0.9,7.9,17.8,12,2.2,6.7,6.4,3,24,-2,2,10,4,NA
Sevilla,2020-02-28,3,3,0,0,0,0,1,0,0,16.3,0,8.9,23.7,6,3.6,10.3,10.5,-66,45,6,-25,-22,-66,NA
Barcelona,2020-02-29,22,20,0,2,0,0,6,0,0,14.1,0,11.2,17,24,6.1,13.3,3.7,0,12,-2,-3,3,0,NA
Madrid,2020-02-29,109,109,0,0,0,0,21,0,0,9.6,0,4.6,14.7,25,8.3,18.1,1.5,-1,-6,-1,-9,-3,-2,NA
Málaga,2020-02-29,4,4,0,0,0,0,1,0,0,15.5,0,6.6,24.4,99,4.2,9.2,9.2,14,34,-1,5,19,-4,NA
Asturias,2020-02-29,2,2,0,0,0,0,2,1,0,14.6,0.2,11.3,17.9,23,8.9,21.1,3,4,1,1,-3,5,1,NA
Sevilla,2020-02-29,1,1,0,0,0,0,0,0,0,15,0.6,11.8,18.3,99,5,10.8,2.7,-2,-12,-1,-16,-16,-11,NA
Barcelona,2020-03-01,84,74,0,2,2,6,15,0,0,17,0.9,13,20.9,26,6.7,16.1,8.4,-2,13,-2,-2,5,1,NA
Madrid,2020-03-01,319,319,0,0,0,0,34,3,0,12.3,3.4,9.1,15.5,22,7.8,18.9,0.8,1,-18,-2,-4,-4,1,NA
Málaga,2020-03-01,15,14,1,0,0,0,3,0,0,18.1,0,13.3,22.9,32,4.7,12.5,6.9,7,13,-4,0,16,1,NA
Asturias,2020-03-01,2,2,0,0,0,0,1,0,0,13.8,38.3,9.7,17.9,33,9.2,21.7,3,4,-11,0,5,4,3,NA
Sevilla,2020-03-01,4,4,0,0,0,0,0,1,0,15.6,1.4,12,19.3,99,5.3,10.8,3.1,-7,-21,-7,-5,1,-1,NA
Barcelona,2020-03-02,72,61,0,4,2,5,23,2,0,14.4,1.4,9.7,19.1,30,12.2,24.2,7.2,0,-8,1,-6,-2,1,NA
Madrid,2020-03-02,379,376,0,3,0,0,66,7,0,10,0,7.1,13,23,12.2,26.4,7.7,2,-13,1,0,-5,-15,NA
Málaga,2020-03-02,15,15,0,0,0,0,6,0,0,20.2,0,14.3,26,28,5.6,16.1,6.5,7,-3,0,1,11,1,NA
Asturias,2020-03-02,3,3,0,0,0,0,1,0,0,7.7,15.7,4.9,10.5,99,8.3,26.7,4.1,-3,-33,1,-9,-3,3,NA
Sevilla,2020-03-02,6,6,0,0,0,0,0,0,0,16.8,0,12.1,21.6,28,7.8,15,7.8,4,12,0,4,6,-15,NA
Barcelona,2020-03-03,73,66,0,2,0,5,14,1,0,13.1,0,8.2,18,30,8.3,20,2,2,-4,0,-2,0,1,NA
Madrid,2020-03-03,401,401,0,0,0,0,89,6,1,11.2,0,6.6,15.8,22,5.8,16.1,3.4,4,-6,-1,-6,0,3,NA
Málaga,2020-03-03,16,16,0,0,0,0,5,3,0,17.9,0,12.7,23.1,30,6.4,16.9,9.8,5,7,-1,2,9,3,NA
Asturias,2020-03-03,2,2,0,0,0,0,1,0,0,13.4,1,8.6,18.3,27,11.4,25.3,3.8,2,-5,0,-4,3,4,NA
Sevilla,2020-03-03,5,5,0,0,0,0,1,0,0,14,0.1,8.2,19.8,30,4.7,12.5,9.5,3,6,-1,1,8,4,NA
Barcelona,2020-03-04,127,117,0,3,1,6,21,1,0,13.9,0,9.8,18,99,2.8,6.1,1.9,3,3,0,-2,1,2,NA
Madrid,2020-03-04,463,463,0,0,0,0,101,6,0,15,0,11.4,18.5,28,6.9,13.3,9.1,5,10,-1,-2,1,3,NA
Málaga,2020-03-04,13,13,0,0,0,0,4,3,0,19.9,0,15.4,24.4,34,8.6,14.4,10.5,3,14,0,4,9,-1,NA
Asturias,2020-03-04,2,2,0,0,0,0,0,0,0,16.6,10,11.7,21.5,27,6.4,16.4,5.7,4,34,-1,1,8,6,NA
Sevilla,2020-03-04,4,4,0,0,0,0,2,0,0,16,0.05,9.2,22.8,33,3.1,9.7,10.2,3,19,0,2,8,0,NA
Barcelona,2020-03-05,164,152,0,4,2,6,33,0,0,14.9,0,9.8,20,30,5.6,23.6,6.5,1,0,0,-2,1,1,NA
Madrid,2020-03-05,655,654,0,1,0,0,136,18,1,12.6,0.4,9,16.3,99,7.8,12.2,4.2,3,-5,0,-4,-2,3,NA
Málaga,2020-03-05,24,24,0,0,0,0,7,0,0,19.2,0,14.6,23.7,31,7.8,18.1,8,4,7,-1,2,8,2,NA
Asturias,2020-03-05,5,5,0,0,0,0,1,0,0,13.8,19.9,8.5,19.1,99,10.6,20.6,3,1,-15,1,-6,-5,2,NA
Sevilla,2020-03-05,10,10,0,0,0,0,1,0,0,14.4,0,8.2,20.5,30,5,10.8,7.6,3,6,-1,2,4,3,NA
Barcelona,2020-03-06,231,217,0,3,2,9,29,1,1,13.1,0,8.3,17.9,31,7.8,19.7,8.7,1,-4,1,-2,-2,-1,NA
Madrid,2020-03-06,784,784,0,0,0,0,163,18,2,9.2,0,5.1,13.4,29,8.3,18.6,6.9,4,-3,0,-4,-1,1,NA
Málaga,2020-03-06,40,39,1,0,0,0,4,2,0,16.4,0,11.8,21.1,30,8.1,18.6,10.6,2,10,0,2,6,-1,NA
Asturias,2020-03-06,12,12,0,0,0,0,5,0,0,9,3.7,6.1,11.9,29,9.2,27.2,4.3,0,-18,2,-6,-2,-2,NA
Sevilla,2020-03-06,5,4,1,0,0,0,0,0,0,14.3,0,8.2,20.4,99,3.9,10.3,9.4,1,20,-1,3,6,-1,NA
Barcelona,2020-03-07,266,244,0,2,5,15,21,0,1,12.6,0,6.3,18.8,22,3.6,11.4,10,-2,12,-1,-3,2,0,NA
Madrid,2020-03-07,853,851,1,1,0,0,188,17,1,8.8,0,0.2,17.3,99,2.8,11.4,8.1,1,17,-1,-4,2,-1,NA
Málaga,2020-03-07,32,32,0,0,0,0,5,0,0,15.8,0,11,20.7,27,5,12.5,9,2,19,-1,0,11,2,NA
Asturias,2020-03-07,12,12,0,0,0,0,0,0,0,10.6,0,7,14.3,28,2.5,10.3,6.1,2,13,0,-3,2,1,NA
Sevilla,2020-03-07,11,11,0,0,0,0,2,0,0,14.7,0,7.7,21.7,99,3.6,9.7,10.8,-3,26,-2,1,4,1,NA
Barcelona,2020-03-08,288,279,0,0,0,9,22,1,0,12.6,0,8.2,17,25,5.3,9.2,8.3,-4,22,-2,-5,10,-1,NA
Madrid,2020-03-08,1070,1070,0,0,0,0,225,27,10,7.7,0,-0.9,16.3,99,1.9,10.3,5.1,5,24,-1,-1,2,-1,NA
Málaga,2020-03-08,38,38,0,0,0,0,5,0,0,14.6,0,7.6,21.6,99,3.6,8.3,10.2,9,19,-3,7,13,3,NA
Asturias,2020-03-08,14,14,0,0,0,0,2,0,0,12.1,0.3,6.1,18.1,28,5.6,16.4,2.5,-4,-5,0,3,1,1,NA
Sevilla,2020-03-08,8,8,0,0,0,0,1,0,0,15.4,0,6.4,24.3,5,1.4,7.2,10.9,9,22,-4,11,14,4,NA
Barcelona,2020-03-09,503,472,0,2,7,22,56,6,1,15.1,0,9.1,21.1,10,6.1,13.3,8.5,3,4,0,-4,-1,1,NA
Madrid,2020-03-09,1505,1505,0,0,0,0,352,30,10,11.6,0,5,18.3,30,1.7,10.3,7.45,13,19,-1,-1,0,1,NA
